Peak.Humreffed	Peak.Chpreffed	ATAC11_SKM_Hyb1_Human_humreffed_all_peaks.txt	ATAC11_SKM_Hyb1_Chimp_humreffed_all_peaks.txt	Sum Human	Sum Chimp	Binomial p-value
peak_HP_MN_PP_SKM_298727_enhancer_MTHFD1L_179173.5_AKAP12_195121.0	peak_HP_MN_PP_SKM_298727_enhancer_MTHFD1L_182811.5_AKAP12_197438.0	27	21	27	21	0.470879013621712
peak_HP_MN_PP_SKM_326904_enhancer_ZNF703_242582.5_ERLIN2_283426.5	peak_HP_MN_PP_SKM_326904_enhancer_ZNF703_249944.5_ERLIN2_290598.5	31	26	31	26	0.5966417603730826
peak_CM_HP_MN_PP_SKM_103741_promoter_FBXO34	peak_CM_HP_MN_PP_SKM_103741_promoter_FBXO34	35	39	35	39	0.7275470834894697
peak_HP_MN_PP_SKM_359824_enhancer_RPL10_19084.0_DNASE1L1_29941.5	peak_HP_MN_PP_SKM_359824_enhancer_RPL10_45560.0_DNASE1L1_56471.5	58	56	58	56	0.9254349612567242
peak_HP_MN_PP_SKM_3706_enhancer_CROCC_17353.5_MFAP2_76552.5	peak_HP_MN_PP_SKM_3706_enhancer_CROCC_24783.0_NECAP2_76133.0	47	52	47	52	0.6878853435796917
peak_MN_PP_SKM_233558_enhancer_MYLK_19998.5_MYLK_110462.5	peak_MN_PP_SKM_233558_enhancer_MYLK_20001.5_MYLK_110354.5	32	32	32	32	1.0
peak_CM_HP_MN_PP_SKM_103706_promoter_MAPK1IP1L	peak_CM_HP_MN_PP_SKM_103706_promoter_MAPK1IP1L	49	44	49	44	0.6785320136533253
peak_CM_HP_MN_PP_SKM_103702_promoter_WDHD1_SOCS4	peak_CM_HP_MN_PP_SKM_103702_promoter_WDHD1_SOCS4	29	29	29	29	1.0
peak_CM_HP_MN_PP_SKM_103604_promoter_GMFB	peak_CM_HP_MN_PP_SKM_103604_promoter_GMFB	38	39	38	39	1.0
peak_CM_HP_MN_PP_SKM_103429_promoter_FERMT2	peak_CM_HP_MN_PP_SKM_103429_promoter_FERMT2	81	83	81	83	0.9377905864446681
peak_CM_HP_MN_PP_SKM_101252_promoter_G2E3	peak_CM_HP_MN_PP_SKM_101252_promoter_G2E3	34	28	34	28	0.52577336017565
peak_CM_HP_MN_PP_SKM_103998_promoter_NAA30	peak_CM_HP_MN_PP_SKM_103998_promoter_NAA30	33	31	33	31	0.9006532462520334
peak_CM_HP_MN_PP_SKM_109556_enhancer_DEGS2_33403.0_YY1_45934.0	peak_CM_HP_MN_PP_SKM_109556_enhancer_DEGS2_32215.0_YY1_45876.5	31	33	31	33	0.9006532462520334
peak_CM_HP_MN_PP_SKM_109590_promoter_SLC25A29	peak_CM_HP_MN_PP_SKM_109590_promoter_SLC25A29	74	69	74	69	0.7381368030418516
peak_CM_HP_MN_PP_SKM_109941_promoter_DYNC1H1	peak_CM_HP_MN_PP_SKM_109941_promoter_DYNC1H1	52	58	52	58	0.6337556480191593
peak_CM_HP_MN_PP_SKM_113116_promoter_GATM_SPATA5L1	peak_CM_HP_MN_PP_SKM_113116_promoter_GATM_SPATA5L1	52	55	52	55	0.846802075189195
peak_CM_HP_MN_PP_SKM_113088_promoter_SHF	peak_CM_HP_MN_PP_SKM_113088_promoter_SHF	53	54	53	54	1.0
peak_CM_HP_MN_PP_SKM_113084_enhancer_SHF_2063.0_SHF_11081.0	peak_CM_HP_MN_PP_SKM_113084_enhancer_SHF_2066.5_SHF_11062.0	79	77	79	77	0.9362204013023135
peak_CM_HP_MN_PP_SKM_113080_promoter_SHF	peak_CM_HP_MN_PP_SKM_113080_promoter_SHF	32	33	32	33	1.0
peak_CM_HP_MN_PP_SKM_113074_enhancer_SHF_20688.0_SHF_33832.0	peak_CM_HP_MN_PP_SKM_113074_enhancer_SHF_20656.0_SHF_33784.5	62	59	62	59	0.8558215992110789
peak_CM_MN_PP_SKM_47836_enhancer_HABP2_279310.5_TCF7L2_323417.5	peak_CM_MN_PP_SKM_47836_enhancer_HABP2_281360.5_TCF7L2_323075.5	29	27	29	27	0.8938530948350216
peak_CM_MN_PP_SKM_51670_promoter_AP2A2	peak_CM_MN_PP_SKM_51670_promoter_AP2A2	25	28	25	28	0.7838463022094988
peak_CM_HP_MN_PP_SKM_113021_promoter_SPG11	peak_CM_HP_MN_PP_SKM_113021_promoter_SPG11	25	31	25	31	0.5044037600228255
peak_CM_HP_MN_PP_SKM_100764_promoter_TINF2	peak_CM_HP_MN_PP_SKM_100764_promoter_TINF2	80	76	80	76	0.8102758772916917
peak_CM_MN_PP_SKM_59528_enhancer_AHNAK_9862.0_EEF1G_17859.0	peak_CM_MN_PP_SKM_59528_enhancer_AHNAK_9889.5_EEF1G_17951.0	45	43	45	43	0.9151865048428764
peak_CM_MN_PP_SKM_59644_promoter_WDR74	peak_CM_MN_PP_SKM_59644_promoter_WDR74	32	28	32	28	0.6988834276200058
peak_CM_MN_PP_SKM_61272_promoter_CPT1A	peak_CM_MN_PP_SKM_61272_promoter_CPT1A	36	36	36	36	1.0
peak_CM_MN_PP_SKM_68379_enhancer_GRIK4_36268.5_ARHGEF12_211616.5	peak_CM_MN_PP_SKM_68379_enhancer_GRIK4_36266.5_ARHGEF12_211557.0	27	23	27	23	0.6718110337653656
peak_CM_HP_MN_PP_SKM_11295_promoter_TMEM59_TCEANC2	peak_CM_HP_MN_PP_SKM_11295_promoter_TMEM59_TCEANC2	106	97	106	97	0.574572295915198
peak_CM_MN_PP_SKM_69340_enhancer_DCPS_15017.5_TIRAP_35809.0	peak_CM_MN_PP_SKM_69340_enhancer_DCPS_14995.5_ST3GAL4_34254.5	41	37	41	37	0.7343420330298466
peak_CM_MN_PP_SKM_7134_promoter_COL16A1	peak_CM_MN_PP_SKM_7134_promoter_COL16A1	44	39	44	39	0.6608836477612154
peak_CM_MN_PP_SKM_76886_enhancer_TUBA1A_26070.5_TUBA1C_49966.0	peak_CM_MN_PP_SKM_76886_enhancer_TUBA1A_26574.5_TUBA1C_50849.0	27	23	27	23	0.6718110337653656
peak_CM_MN_PP_SKM_78147_enhancer_GPR84_12263.5_COPZ1_27080.5	peak_CM_MN_PP_SKM_78147_enhancer_GPR84_12206.0_COPZ1_27059.0	34	30	34	30	0.7079807541347641
peak_CM_HP_MN_PP_SKM_112917_promoter_MAP1A	peak_CM_HP_MN_PP_SKM_112917_promoter_MAP1A	31	29	31	29	0.8974218269914307
peak_CM_HP_MN_PP_SKM_112896_promoter_TUBGCP4	peak_CM_HP_MN_PP_SKM_112896_promoter_TUBGCP4	29	26	29	26	0.7877061896700431
peak_CM_MN_PP_SKM_88155_enhancer_NCOR2_17385.0_NCOR2_22952.0	peak_CM_MN_PP_SKM_88155_enhancer_NCOR2_17435.0_NCOR2_22844.5	52	63	52	63	0.3511253697554325
peak_CM_MN_PP_SKM_353044_enhancer_SWI5_30341.5_GOLGA2_30503.0	peak_CM_MN_PP_SKM_353044_enhancer_SWI5_30448.0_GOLGA2_30607.5	31	32	31	32	1.0
peak_CM_MN_PP_SKM_352984_enhancer_SLC25A25_3918.5_NAIF1_27210.5	peak_CM_MN_PP_SKM_352984_enhancer_SLC25A25_3913.5_NAIF1_28659.5	32	33	32	33	1.0
peak_CM_MN_PP_SKM_352940_enhancer_FAM102A_14960.5_DPM2_27961.5	peak_CM_MN_PP_SKM_352940_enhancer_FAM102A_14969.5_DPM2_27948.0	30	26	30	26	0.6888797607233395
peak_CM_HP_MN_PP_SKM_113141_promoter_SLC30A4	peak_CM_HP_MN_PP_SKM_113141_promoter_SLC30A4	37	33	37	33	0.7202027723528612
peak_CM_HP_MN_PP_SKM_113725_promoter_MAPK6	peak_CM_HP_MN_PP_SKM_113725_promoter_MAPK6	39	35	39	35	0.7275470834894697
peak_CM_MN_PP_SKM_237232_promoter_ZIC1	peak_CM_MN_PP_SKM_237232_promoter_ZIC1	25	25	25	25	1.0
peak_CM_HP_MN_PP_SKM_100712_promoter_DCAF11_NRL	peak_CM_HP_MN_PP_SKM_100712_promoter_DCAF11_NRL	127	117	127	117	0.5645926559195691
peak_CM_HP_MN_PP_SKM_113701_promoter_TMOD3	peak_CM_HP_MN_PP_SKM_113701_promoter_TMOD3	28	25	28	25	0.7838463022094988
peak_CM_MN_PP_SKM_24066_enhancer_ANGPTL1_67957.5_FAM20B_86965.5	peak_CM_MN_PP_SKM_24066_enhancer_ANGPTL1_67620.0_FAM20B_82285.0	38	34	38	34	0.7239481457469141
peak_CM_MN_PP_SKM_243280_enhancer_SPON2_20002.0_CTBP1_56216.0	peak_CM_MN_PP_SKM_243280_enhancer_SPON2_19724.0_CTBP1_56576.0	27	29	27	29	0.8938530948350216
peak_CM_MN_PP_SKM_244775_enhancer_SORCS2_93124.0_PSAPL1_148981.0	peak_CM_MN_PP_SKM_244775_enhancer_SORCS2_95134.0_PSAPL1_148846.5	49	51	49	51	0.9204107626128211
peak_CM_HP_MN_PP_SKM_113671_promoter_DMXL2	peak_CM_HP_MN_PP_SKM_113671_promoter_DMXL2	32	35	32	35	0.8071946913670247
peak_CM_MN_PP_SKM_268641_enhancer_ZNF366_55129.5_PTCD2_132054.5	peak_CM_MN_PP_SKM_268641_enhancer_ZNF366_54711.5_PTCD2_131692.5	34	36	34	36	0.9049745264594622
peak_CM_HP_MN_PP_SKM_113586_promoter_AP4E1	peak_CM_HP_MN_PP_SKM_113586_promoter_AP4E1	29	32	29	32	0.7981526273057179
peak_CM_MN_SKM_103899_enhancer_TMEM260_157009.0_PELI2_304457.0	peak_CM_MN_SKM_103899_enhancer_TMEM260_150922.5_PELI2_303991.0	43	38	43	38	0.6569924675863577
peak_MN_SKM_108402_enhancer_TC2N_24753.5_FBLN5_55133.5	peak_MN_SKM_108402_enhancer_TC2N_24784.5_FBLN5_55458.5	25	28	25	28	0.7838463022094988
peak_CM_MN_PP_SKM_277631_enhancer_IL17B_43496.0_PCYOX1L_64760.0	peak_CM_MN_PP_SKM_277631_enhancer_IL17B_42740.5_PCYOX1L_63870.0	24	26	24	26	0.887724827340783
peak_CM_MN_PP_SKM_279197_enhancer_PWWP2A_46163.0_FABP6_48149.0	peak_CM_MN_PP_SKM_279197_enhancer_PWWP2A_46578.0_FABP6_48259.5	29	25	29	25	0.6834892282353371
peak_CM_HP_MN_PP_SKM_113564_promoter_TRPM7	peak_CM_HP_MN_PP_SKM_113564_promoter_TRPM7	38	34	38	34	0.7239481457469141
peak_CM_HP_MN_PP_SKM_113432_promoter_SECISBP2L	peak_CM_HP_MN_PP_SKM_113432_promoter_SECISBP2L	27	26	27	26	1.0
peak_CM_HP_MN_PP_SKM_113413_promoter_EID1	peak_CM_HP_MN_PP_SKM_113413_promoter_EID1	25	24	25	24	1.0
peak_CM_MN_PP_SKM_327840_enhancer_SMIM19_13229.0_SLC20A2_13245.0	peak_CM_MN_PP_SKM_327840_enhancer_SMIM19_13237.5_SLC20A2_13253.0	32	31	32	31	1.0
peak_CM_HP_MN_PP_SKM_113393_promoter_FBN1	peak_CM_HP_MN_PP_SKM_113393_promoter_FBN1	65	57	65	57	0.5264163099662322
peak_CM_MN_PP_SKM_339988_enhancer_SCXB_8219.0_SCXA_8273.0	peak_CM_MN_PP_SKM_339988_enhancer_SCXB_8225.5_SCXA_8279.5	56	55	56	55	1.0
peak_CM_MN_PP_SKM_347516_enhancer_ROR2_105728.0_SPTLC1_270960.5	peak_CM_MN_PP_SKM_347516_enhancer_ROR2_105247.5_SPTLC1_272635.0	39	36	39	36	0.8175538505509841
peak_CM_HP_MN_PP_SKM_113152_promoter_BLOC1S6	peak_CM_HP_MN_PP_SKM_113152_promoter_BLOC1S6	47	42	47	42	0.6718086491746101
peak_CM_MN_PP_SKM_276291_enhancer_CXXC5_11286.0_UBE2D2_98516.5	peak_CM_MN_PP_SKM_276291_enhancer_CXXC5_11282.0_UBE2D2_99364.0	40	37	40	37	0.8198929037490488
peak_CM_HP_MN_PP_SKM_113764_promoter_GNB5	peak_CM_HP_MN_PP_SKM_113764_promoter_GNB5	30	29	30	29	1.0
peak_CM_MN_SKM_104829_enhancer_PLEKHG3_22278.0_PPP1R36_132308.5	peak_CM_MN_SKM_104829_enhancer_PLEKHG3_22308.5_PPP1R36_131816.0	31	32	31	32	1.0
peak_CM_HP_MN_PP_SKM_112673_promoter_EHD4	peak_CM_HP_MN_PP_SKM_112673_promoter_EHD4	57	59	57	59	0.9260777633148564
peak_CM_HP_MN_PP_SKM_111145_promoter_SNRPN_SNURF	peak_CM_HP_MN_PP_SKM_111145_promoter_SNURF_SNRPN	46	47	46	47	1.0
peak_CM_MN_SKM_82795_enhancer_CRADD_217302.5_PLXNC1_253971.5	peak_CM_MN_SKM_82795_enhancer_CRADD_216915.0_PLXNC1_256655.0	55	48	55	48	0.5546010666648732
peak_CM_MN_SKM_86434_enhancer_MAP1LC3B2_120353.0_MED13L_177870.5	peak_CM_MN_SKM_86434_enhancer_MAP1LC3B2_122066.5_MED13L_178031.0	30	29	30	29	1.0
peak_CM_HP_MN_PP_SKM_111042_promoter_MAGEL2	peak_CM_HP_MN_PP_SKM_111042_promoter_MAGEL2	30	27	30	27	0.7913664277791806
peak_CM_HP_MN_PP_SKM_110994_promoter_NIPA2	peak_CM_HP_MN_PP_SKM_110994_promoter_NIPA2	49	47	49	47	0.9187780353645374
peak_CM_HP_MN_PP_SKM_110901_enhancer_CRIP1_5857.0_CRIP2_6928.5	peak_CM_HP_MN_PP_SKM_110901_enhancer_CRIP1_5836.0_C14orf80_9665.0	66	62	66	62	0.7910074494028783
peak_CM_HP_MN_PP_SKM_100817_promoter_NYNRIN	peak_CM_HP_MN_PP_SKM_100817_promoter_NYNRIN	30	32	30	32	0.8990763136528589
peak_CM_PP_SKM_106777_enhancer_TGFB3_159272.0_TTLL5_161313.5	peak_CM_PP_SKM_106777_enhancer_TTLL5_161105.5_C14orf1_161642.0	28	26	28	26	0.8919231511047488
peak_CM_HP_MN_PP_SKM_110833_promoter_PACS2	peak_CM_HP_MN_PP_SKM_110833_promoter_PACS2	29	32	29	32	0.7981526273057179
peak_CM_PP_SKM_116845_enhancer_CCDC33_14911.5_STRA6_48628.5	peak_CM_PP_SKM_116845_enhancer_CCDC33_14903.5_STRA6_50985.5	29	27	29	27	0.8938530948350216
peak_CM_HP_MN_PP_SKM_110828_promoter_BRF1	peak_CM_HP_MN_PP_SKM_110828_promoter_BRF1	58	52	58	52	0.6337556480191593
peak_CM_HP_MN_PP_SKM_110771_enhancer_GPR132_28227.0_CDCA4_72548.5	peak_CM_HP_MN_PP_SKM_110771_enhancer_GPR132_28306.0_JAG2_72156.5	49	44	49	44	0.6785320136533253
peak_CM_PP_SKM_148254_enhancer_CABLES1_5835.0_RBBP8_207823.0	peak_CM_PP_SKM_148254_enhancer_CABLES1_5831.0_RBBP8_206883.5	27	23	27	23	0.6718110337653656
peak_CM_HP_MN_PP_SKM_110679_promoter_CEP170B	peak_CM_HP_MN_PP_SKM_110679_promoter_CEP170B	24	27	24	27	0.7797679305530743
peak_CM_HP_MN_PP_SKM_110391_promoter_KLC1	peak_CM_HP_MN_PP_SKM_110391_promoter_KLC1	54	54	54	54	1.0
peak_CM_PP_SKM_260011_enhancer_FNIP2_41521.0_PPID_87201.0	peak_CM_PP_SKM_260011_enhancer_FNIP2_41495.0_PPID_84987.5	23	25	23	25	0.8854334972865135
peak_CM_HP_MN_PP_SKM_110324_promoter_MARK3	peak_CM_HP_MN_PP_SKM_110324_promoter_MARK3	63	62	63	62	1.0
peak_CM_PP_SKM_28054_enhancer_CD34_136689.0_PLXNA2_196433.0	peak_CM_PP_SKM_28054_enhancer_CD34_136699.5_PLXNA2_196069.5	31	33	31	33	0.9006532462520334
peak_MN_PP_SKM_305301_enhancer_HOXA4_5912.5_HOXA3_10723.0	peak_MN_PP_SKM_305301_enhancer_HOXA4_5910.5_HOXA3_10728.5	25	27	25	27	0.8898839652765371
peak_CM_HP_MN_PP_SKM_110083_enhancer_ANKRD9_14996.5_RCOR1_67907.5	peak_CM_HP_MN_PP_SKM_110083_enhancer_ANKRD9_15004.5_RCOR1_69094.5	37	36	37	36	1.0
peak_CM_HP_MN_PP_SKM_110034_promoter_ZNF839	peak_CM_HP_MN_PP_SKM_110034_promoter_ZNF839	25	29	25	29	0.6834892282353371
peak_CM_MN_SKM_59909_enhancer_MACROD1_17373.5_STIP1_37519.0	peak_CM_MN_SKM_59909_enhancer_MACROD1_19054.0_STIP1_36403.5	30	25	30	25	0.5900533317766354
peak_CM_MN_SKM_59385_promoter_BEST1	peak_CM_MN_SKM_59385_promoter_BEST1	28	26	28	26	0.8919231511047488
peak_CM_MN_SKM_45708_enhancer_PYROXD2_65415.5_LOXL4_81582.0	peak_CM_MN_SKM_45708_enhancer_PYROXD2_65790.0_LOXL4_82253.0	24	27	24	27	0.7797679305530743
peak_CM_HP_MN_PP_SKM_111608_enhancer_RYR3_116086.0_FMN1_126941.5	peak_CM_HP_MN_PP_SKM_111608_enhancer_RYR3_117771.5_FMN1_125908.5	32	32	32	32	1.0
peak_CM_HP_MN_PP_SKM_112607_promoter_MAPKBP1	peak_CM_HP_MN_PP_SKM_112607_promoter_MAPKBP1	54	48	54	48	0.6207676687971155
peak_CM_HP_MN_PP_SKM_112596_promoter_MGA	peak_CM_HP_MN_PP_SKM_112596_promoter_MGA	34	31	34	31	0.8043170001933984
peak_CM_HP_MN_PP_SKM_112572_promoter_TYRO3	peak_CM_HP_MN_PP_SKM_112572_promoter_TYRO3	40	36	40	36	0.7310088822226056
peak_CM_MN_SKM_138342_promoter_CCR10_CNTNAP1	peak_CM_MN_SKM_138342_promoter_CNTNAP1_CCR10	37	26	37	26	0.20736789985685422
peak_CM_HP_MN_PP_SKM_100806_promoter_NFATC4	peak_CM_HP_MN_PP_SKM_100806_promoter_NFATC4	81	70	81	70	0.41585549376431
peak_CM_MN_SKM_140917_enhancer_MRPS23_31761.0_CUEDC1_73579.5	peak_CM_MN_SKM_140917_enhancer_MRPS23_31782.5_CUEDC1_73588.5	44	42	44	42	0.9142116370824498
peak_CM_HP_MN_PP_SKM_112522_promoter_OIP5_NUSAP1	peak_CM_HP_MN_PP_SKM_112522_promoter_OIP5_NUSAP1	65	62	65	62	0.8592278156599691
peak_CM_MN_SKM_176053_enhancer_SLC1A4_130705.0_CEP68_198182.0	peak_CM_MN_SKM_176053_enhancer_SLC1A4_130619.0_CEP68_198742.5	22	27	22	27	0.5681724128491652
peak_CM_MN_SKM_214734_enhancer_SCARF2_14251.5_ZNF74_29332.0	peak_CM_MN_SKM_214734_enhancer_SCARF2_14234.5_ZNF74_29672.0	52	43	52	43	0.41191007368097665
peak_CM_HP_MN_PP_SKM_11246_promoter_NDC1	peak_CM_HP_MN_PP_SKM_11246_promoter_NDC1	52	53	52	53	1.0
peak_CM_HP_MN_PP_SKM_11268_promoter_HSPB11_LRRC42	peak_CM_HP_MN_PP_SKM_11268_promoter_HSPB11_LRRC42	95	106	95	106	0.48068792263682203
peak_CM_MN_SKM_224880_enhancer_POMGNT2_47600.0_SNRK_132940.0	peak_CM_MN_SKM_224880_enhancer_POMGNT2_47531.0_SNRK_134998.5	27	23	27	23	0.6718110337653656
peak_CM_HP_MN_PP_SKM_112374_promoter_RPUSD2	peak_CM_HP_MN_PP_SKM_112374_promoter_RPUSD2	29	32	29	32	0.7981526273057179
peak_CM_HP_MN_PP_SKM_112246_promoter_BMF	peak_CM_HP_MN_PP_SKM_112246_promoter_BMF	45	54	45	54	0.4215233436157706
peak_CM_MN_SKM_26977_enhancer_BTG2_19957.5_FMOD_25802.0	peak_CM_MN_SKM_26977_enhancer_BTG2_19960.5_FMOD_25793.5	36	31	36	31	0.6254068289416483
peak_CM_HP_MN_PP_SKM_112185_promoter_EIF2AK4	peak_CM_HP_MN_PP_SKM_112185_promoter_EIF2AK4	45	44	45	44	1.0
peak_CM_HP_MN_PP_SKM_112139_promoter_THBS1	peak_CM_HP_MN_PP_SKM_112139_promoter_THBS1	36	33	36	33	0.8099490529189248
peak_CM_HP_MN_PP_SKM_112058_promoter_FAM98B	peak_CM_HP_MN_PP_SKM_112058_promoter_FAM98B	38	39	38	39	1.0
peak_CM_HP_MN_PP_SKM_111803_promoter_ZNF770	peak_CM_HP_MN_PP_SKM_111803_promoter_ZNF770	32	29	32	29	0.7981526273057179
peak_CM_HP_MN_PP_SKM_111734_promoter_LPCAT4	peak_CM_HP_MN_PP_SKM_111734_promoter_LPCAT4	35	36	35	36	1.0
peak_CM_MN_SKM_354845_enhancer_RXRA_87774.0_COL5A1_227557.5	peak_CM_MN_SKM_354845_enhancer_RXRA_88430.5_COL5A1_232688.5	27	23	27	23	0.6718110337653656
peak_CM_MN_SKM_41518_enhancer_UNC5B_48102.0_SLC29A3_58525.5	peak_CM_MN_SKM_41518_enhancer_UNC5B_48122.5_SLC29A3_58355.5	27	24	27	24	0.7797679305530743
peak_CM_MN_SKM_242393_enhancer_CPN2_85526.5_LRRC15_103950.5	peak_CM_MN_SKM_242393_enhancer_CPN2_88184.5_LRRC15_106773.5	27	24	27	24	0.7797679305530743
peak_CM_HP_MN_PP_218630_enhancer_WNT7B_30155.0_WNT7B_34779.0	peak_CM_HP_MN_PP_218630_enhancer_WNT7B_29846.5_WNT7B_34439.0	32	28	32	28	0.6988834276200058
peak_CM_HP_MN_PP_SKM_122285_promoter_ROGDI	peak_CM_HP_MN_PP_SKM_122285_promoter_ROGDI	57	56	57	56	1.0
peak_CM_HP_MN_PP_SKM_122325_enhancer_PPL_6224.0_SEC14L5_14947.0	peak_CM_HP_MN_PP_SKM_122325_enhancer_PPL_6210.5_SEC14L5_14936.5	30	30	30	30	1.0
peak_CM_HP_MN_PP_SKM_75319_promoter_DNM1L	peak_CM_HP_MN_PP_SKM_75319_promoter_DNM1L	53	49	53	49	0.7666042612518517
peak_CM_HP_MN_PP_SKM_132339_promoter_SMYD4_RPA1	peak_CM_HP_MN_PP_SKM_132339_promoter_SMYD4_RPA1	36	41	36	41	0.6487911623106449
peak_CM_HP_MN_PP_SKM_75551_promoter_CPNE8	peak_CM_HP_MN_PP_SKM_75551_promoter_CPNE8	43	41	43	41	0.9132023622245968
peak_CM_HP_MN_PP_SKM_75601_promoter_KIF21A	peak_CM_HP_MN_PP_SKM_75601_promoter_KIF21A	58	57	58	57	1.0
peak_CM_HP_MN_PP_SKM_75855_promoter_GXYLT1	peak_CM_HP_MN_PP_SKM_75855_promoter_GXYLT1	38	34	38	34	0.7239481457469141
peak_CM_HP_MN_PP_SKM_132311_promoter_INPP5K	peak_CM_HP_MN_PP_SKM_132311_promoter_INPP5K	74	69	74	69	0.7381368030418516
peak_CM_HP_MN_PP_SKM_132305_enhancer_MYO1C_2444.5_MYO1C_3459.5	peak_CM_HP_MN_PP_SKM_132305_enhancer_MYO1C_2471.5_MYO1C_3479.0	37	32	37	32	0.6304564917867981
peak_CM_HP_MN_PP_SKM_132289_promoter_CRK	peak_CM_HP_MN_PP_SKM_132289_promoter_CRK	74	76	74	76	0.9349614855143201
peak_CM_HP_MN_PP_SKM_76025_promoter_TWF1	peak_CM_HP_MN_PP_SKM_76025_promoter_TWF1	45	39	45	39	0.5856467947212257
peak_CM_HP_MN_PP_SKM_132106_promoter_CENPBD1	peak_CM_HP_MN_PP_SKM_132106_promoter_CENPBD1	23	31	23	31	0.3408909412200971
peak_CM_HP_MN_PP_SKM_76133_promoter_NELL2	peak_CM_HP_MN_PP_SKM_76133_promoter_NELL2	24	27	24	27	0.7797679305530743
peak_CM_HP_MN_PP_SKM_76175_promoter_ANO6	peak_CM_HP_MN_PP_SKM_76175_promoter_ANO6	68	68	68	68	1.0
peak_CM_HP_MN_PP_SKM_132081_promoter_TUBB3	peak_CM_HP_MN_PP_SKM_132081_promoter_TUBB3	103	98	103	98	0.7779207003752833
peak_CM_HP_MN_PP_SKM_76554_promoter_SLC48A1	peak_CM_HP_MN_PP_SKM_76554_promoter_SLC48A1	23	26	23	26	0.7754496546815659
peak_CM_HP_MN_PP_SKM_76658_promoter_ASB8	peak_CM_HP_MN_PP_SKM_76658_promoter_ASB8	36	32	36	32	0.716300760154337
peak_CM_HP_MN_PP_SKM_131845_promoter_ZNF778	peak_CM_HP_MN_PP_SKM_131845_promoter_ZNF778	32	33	32	33	1.0
peak_CM_HP_MN_PP_SKM_76777_enhancer_CCDC65_12979.0_RND1_25305.0	peak_CM_HP_MN_PP_SKM_76777_enhancer_CCDC65_11895.5_CCDC65_24311.5	29	26	29	26	0.7877061896700431
peak_CM_HP_MN_PP_SKM_76821_promoter_PRKAG1	peak_CM_HP_MN_PP_SKM_76821_promoter_PRKAG1	45	47	45	47	0.9170405196524722
peak_CM_HP_MN_PP_SKM_76831_enhancer_RHEBL1_9596.5_KMT2D_27188.0	peak_CM_HP_MN_PP_SKM_76831_enhancer_RHEBL1_9595.0_KMT2D_27184.0	27	27	27	27	1.0
peak_CM_HP_MN_PP_SKM_131738_promoter_TRAPPC2L_GALNS	peak_CM_HP_MN_PP_SKM_131738_promoter_TRAPPC2L_GALNS	49	44	49	44	0.6785320136533253
peak_CM_HP_MN_PP_SKM_131723_promoter_APRT	peak_CM_HP_MN_PP_SKM_131723_promoter_APRT	84	88	84	88	0.8191472524347492
peak_CM_HP_MN_PP_SKM_132400_promoter_DPH1	peak_CM_HP_MN_PP_SKM_132400_promoter_DPH1	46	46	46	46	1.0
peak_CM_HP_MN_PP_SKM_131709_promoter_PIEZO1	peak_CM_HP_MN_PP_SKM_131709_promoter_PIEZO1	36	35	36	35	1.0
peak_CM_HP_MN_PP_SKM_75107_promoter_TSPAN11	peak_CM_HP_MN_PP_SKM_75107_promoter_TSPAN11	25	25	25	25	1.0
peak_CM_HP_MN_PP_SKM_132480_promoter_SMG6_SRR	peak_CM_HP_MN_PP_SKM_132480_promoter_SMG6_SRR	59	55	59	55	0.7788760920027011
peak_CM_HP_MN_PP_SKM_73409_promoter_EPS8	peak_CM_HP_MN_PP_SKM_73409_promoter_EPS8	68	63	68	63	0.7268761029664557
peak_CM_HP_MN_PP_SKM_7358_promoter_ZBTB8OS_RBBP4	peak_CM_HP_MN_PP_SKM_7358_promoter_ZBTB8OS_RBBP4	70	76	70	76	0.6791635203785469
peak_CM_HP_MN_PP_SKM_7370_promoter_SYNC	peak_CM_HP_MN_PP_SKM_7370_promoter_SYNC	61	61	61	61	1.0
peak_CM_HP_MN_PP_SKM_13282_promoter_ANKRD13C_HHLA3	peak_CM_HP_MN_PP_SKM_13282_promoter_ANKRD13C_HHLA3	55	49	55	49	0.624143515844679
peak_CM_HP_MN_PP_SKM_73827_enhancer_PDE3A_398107.0_AEBP2_531986.5	peak_CM_HP_MN_PP_SKM_73827_enhancer_PDE3A_398917.0_AEBP2_541242.5	32	30	32	30	0.8990763136528589
peak_CM_HP_MN_PP_SKM_7393_promoter_KIAA1522	peak_CM_HP_MN_PP_SKM_7393_promoter_KIAA1522	32	31	32	31	1.0
peak_CM_HP_MN_PP_SKM_73982_promoter_RECQL_GOLT1B	peak_CM_HP_MN_PP_SKM_73982_promoter_GOLT1B_RECQL	41	42	41	42	1.0
peak_CM_HP_MN_PP_SKM_74120_promoter_C2CD5	peak_CM_HP_MN_PP_SKM_74120_promoter_C2CD5	42	43	42	43	1.0
peak_CM_HP_MN_PP_SKM_7427_promoter_FNDC5	peak_CM_HP_MN_PP_SKM_7427_promoter_FNDC5	25	26	25	26	1.0
peak_CM_HP_MN_PP_SKM_74371_promoter_KRAS	peak_CM_HP_MN_PP_SKM_74371_promoter_KRAS	53	53	53	53	1.0
peak_CM_HP_MN_PP_SKM_74463_promoter_RASSF8	peak_CM_HP_MN_PP_SKM_74463_promoter_RASSF8	26	23	26	23	0.7754496546815659
