Peak.Humreffed	Peak.Chpreffed	ATAC11_SKM_Hyb1_Human_humreffed_all_peaks.txt	ATAC11_SKM_Hyb1_Chimp_humreffed_all_peaks.txt	Sum Human	Sum Chimp	Binomial p-value
peak_CM_HP_MN_PP_SKM_112766_promoter_SNAP23	peak_CM_HP_MN_PP_SKM_112766_promoter_SNAP23	34	43	34	43	0.36203179773966154
peak_CM_HP_MN_PP_SKM_19419_promoter_ADAMTSL4	peak_CM_HP_MN_PP_SKM_19419_promoter_ADAMTSL4	22	30	22	30	0.3317497633694906
peak_CM_HP_MN_PP_SKM_282226_promoter_TRIM41	peak_CM_HP_MN_PP_SKM_282226_promoter_TRIM41	143	115	143	115	0.09258059341942938
peak_CM_HP_MN_PP_SKM_165255_promoter_KDELR1	peak_CM_HP_MN_PP_SKM_165255_promoter_KDELR1	39	26	39	26	0.1360323948778921
peak_CM_HP_MN_PP_SKM_188654_promoter_HOXD3	peak_CM_HP_MN_PP_SKM_188654_promoter_HOXD3	39	26	39	26	0.1360323948778921
peak_CM_HP_MN_PP_SKM_346345_promoter_IDNK	peak_CM_HP_MN_PP_SKM_346345_promoter_IDNK	32	21	32	21	0.16897782228771874
peak_CM_HP_MN_PP_SKM_350378_promoter_SNX30	peak_CM_HP_MN_PP_SKM_350378_promoter_SNX30	26	16	26	16	0.16414940178310644
peak_CM_HP_MN_PP_SKM_225125_promoter_TMEM42	peak_CM_HP_MN_PP_SKM_225125_promoter_TMEM42	28	37	28	37	0.3210841356849955
peak_CM_HP_MN_PP_SKM_118274_promoter_MEX3B	peak_CM_HP_MN_PP_SKM_118274_promoter_MEX3B	99	111	99	111	0.4478870210006735
peak_CM_HP_PP_SKM_70934_enhancer_LRTM2_10447.5_CACNA2D4_87653.5	peak_CM_HP_PP_SKM_70934_enhancer_LRTM2_10406.5_CACNA2D4_87508.0	17	24	17	24	0.34888887944907765
peak_SKM_262099_enhancer_DCTD_31465.0_WWC2_213249.5	peak_SKM_262099_enhancer_DCTD_31467.5_WWC2_209226.5	26	16	26	16	0.16414940178310644
peak_CM_HP_MN_PP_SKM_143847_promoter_SPHK1	peak_CM_HP_MN_PP_SKM_143847_promoter_SPHK1	39	26	39	26	0.1360323948778921
peak_CM_HP_MN_PP_SKM_315235_promoter_PMPCB	peak_CM_HP_MN_PP_SKM_315235_promoter_PMPCB	32	21	32	21	0.16897782228771874
peak_CM_HP_MN_PP_SKM_335038_promoter_ZFPM2	peak_CM_HP_MN_PP_SKM_335038_promoter_ZFPM2	28	37	28	37	0.3210841356849955
peak_CM_HP_MN_PP_SKM_72476_promoter_M6PR	peak_CM_HP_MN_PP_SKM_72476_promoter_M6PR	68	79	68	79	0.4095804990264017
peak_CM_HP_MN_PP_SKM_30444_promoter_ITPKB	peak_CM_HP_MN_PP_SKM_30444_promoter_ITPKB	47	33	47	33	0.1456354544029827
peak_CM_HP_MN_PP_SKM_91082_promoter_PAN3	peak_CM_HP_MN_PP_SKM_91082_promoter_PAN3	42	52	42	52	0.35332803247158273
peak_CM_HP_MN_PP_SKM_264881_promoter_TRIO	peak_CM_HP_MN_PP_SKM_264881_promoter_TRIO	95	73	95	73	0.10491191481478188
peak_CM_HP_MN_PP_SKM_89627_promoter_ZNF605	peak_CM_HP_MN_PP_SKM_89627_promoter_ZNF605	47	33	47	33	0.1456354544029827
peak_CM_HP_MN_PP_SKM_66370_promoter_FDX1	peak_CM_HP_MN_PP_SKM_66370_promoter_FDX1	55	39	55	39	0.12137111297242868
peak_CM_HP_MN_PP_SKM_10008_promoter_IPP	peak_CM_HP_MN_PP_SKM_10008_promoter_IPP	55	39	55	39	0.12137111297242868
peak_CM_SKM_62662_enhancer_SERPINH1_3976.5_GDPD5_32306.0	peak_CM_SKM_62662_enhancer_SERPINH1_4000.5_GDPD5_32127.5	55	39	55	39	0.12137111297242868
peak_CM_HP_MN_PP_SKM_116538_promoter_ARIH1	peak_CM_HP_MN_PP_SKM_116538_promoter_ARIH1	50	60	50	60	0.3909274566995051
peak_CM_HP_MN_PP_SKM_128472_promoter_COG8_NIP7	peak_CM_HP_MN_PP_SKM_128472_promoter_COG8_NIP7	64	47	64	47	0.12847543208575962
peak_CM_HP_MN_PP_SKM_339638_enhancer_SLURP1_2980.0_THEM6_12183.0	peak_CM_HP_MN_PP_SKM_339638_enhancer_SLURP1_2979.0_THEM6_12234.0	47	33	47	33	0.1456354544029827
peak_CM_HP_MN_PP_SKM_319158_promoter_BPGM	peak_CM_HP_MN_PP_SKM_319158_promoter_BPGM	74	55	74	55	0.1126574161116803
peak_CM_HP_MN_PP_SKM_159118_promoter_KLF2	peak_CM_HP_MN_PP_SKM_159118_promoter_KLF2	25	36	25	36	0.20003136851310313
peak_CM_HP_MN_PP_SKM_12407_promoter_ATG4C	peak_CM_HP_MN_PP_SKM_12407_promoter_ATG4C	31	44	31	44	0.16542794172425662
peak_CM_HP_MN_PP_SKM_159080_promoter_AP1M1	peak_CM_HP_MN_PP_SKM_159080_promoter_AP1M1	37	24	37	24	0.12373144253809215
peak_CM_HP_MN_PP_SKM_49478_promoter_CHST15	peak_CM_HP_MN_PP_SKM_49478_promoter_CHST15	39	25	39	25	0.10342187831608088
peak_CM_HP_MN_PP_SKM_258521_promoter_SLC10A7	peak_CM_HP_MN_PP_SKM_258521_promoter_SLC10A7	31	40	31	40	0.34247099841986794
peak_CM_HP_MN_PP_SKM_348409_promoter_ZNF367	peak_CM_HP_MN_PP_SKM_348409_promoter_ZNF367	49	63	49	63	0.2191311474977846
peak_CM_HP_MN_PP_SKM_45871_promoter_COX15_CUTC	peak_CM_HP_MN_PP_SKM_45871_promoter_COX15_CUTC	45	31	45	31	0.13538510529943087
peak_CM_MN_PP_SKM_62661_enhancer_SERPINH1_7337.0_GDPD5_28945.5	peak_CM_MN_PP_SKM_62661_enhancer_SERPINH1_7362.0_GDPD5_28766.0	25	36	25	36	0.20003136851310313
peak_CM_HP_MN_PP_SKM_210291_promoter_CXADR	peak_CM_HP_MN_PP_SKM_210291_promoter_CXADR	32	42	32	42	0.29541328065567
peak_CM_HP_MN_PP_SKM_222761_promoter_SLC4A7	peak_CM_HP_MN_PP_SKM_222761_promoter_SLC4A7	79	59	79	59	0.10545402577641196
peak_CM_HP_MN_PP_SKM_302619_promoter_RADIL	peak_CM_HP_MN_PP_SKM_302619_promoter_RADIL	23	36	23	36	0.11747735024505848
peak_CM_HP_MN_PP_SKM_159672_promoter_ARRDC2	peak_CM_HP_MN_PP_SKM_159672_promoter_ARRDC2	31	44	31	44	0.16542794172425662
peak_CM_HP_MN_PP_SKM_266397_promoter_SUB1	peak_CM_HP_MN_PP_SKM_266397_promoter_SUB1	24	35	24	35	0.19252645776146274
peak_CM_HP_MN_PP_SKM_72142_enhancer_ATN1_3187.0_ENO2_10042.0	peak_CM_HP_MN_PP_SKM_72142_enhancer_ATN1_3167.0_ENO2_10045.5	22	35	22	35	0.11116111910399346
peak_CM_HP_MN_PP_SKM_22243_enhancer_MGST3_32651.0_LRRC52_54400.5	peak_CM_HP_MN_PP_SKM_22243_enhancer_MGST3_32685.0_LRRC52_55059.0	22	39	22	39	0.03961701489849968
peak_CM_HP_MN_PP_SKM_297246_promoter_HEBP2	peak_CM_HP_MN_PP_SKM_297246_promoter_HEBP2	40	27	40	27	0.1420713794263756
peak_CM_HP_MN_PP_SKM_273147_promoter_TRIM36	peak_CM_HP_MN_PP_SKM_273147_promoter_TRIM36	40	27	40	27	0.1420713794263756
peak_CM_HP_MN_PP_SKM_18032_promoter_DENND2C	peak_CM_HP_MN_PP_SKM_18032_promoter_DENND2C	33	22	33	22	0.1770013647703581
peak_CM_HP_MN_PP_SKM_190954_promoter_HSPD1_HSPE1_HSPE1-MOB4	peak_CM_HP_MN_PP_SKM_190954_promoter_HSPD1_HSPE1_HSPE1-MOB4	177	145	177	145	0.08390736553959427
peak_CM_HP_MN_PP_SKM_251861_promoter_RASGEF1B	peak_CM_HP_MN_PP_SKM_251861_promoter_RASGEF1B	23	31	23	31	0.3408909412200971
peak_CM_HP_MN_PP_SKM_126157_enhancer_CHD9_31515.5_CHD9_44491.5	peak_CM_HP_MN_PP_SKM_126157_enhancer_CHD9_31035.5_CHD9_44259.0	29	38	29	38	0.3284320626971897
peak_CM_HP_MN_PP_SKM_350371_promoter_INIP	peak_CM_HP_MN_PP_SKM_350371_promoter_INIP	33	22	33	22	0.1770013647703581
peak_CM_HP_MN_PP_SKM_97110_enhancer_GPC5_50424.0_GPC6_1878639.0	peak_CM_HP_MN_PP_SKM_97110_enhancer_GPC5_50475.0_GPC6_1864347.5	43	53	43	53	0.3583976321916263
peak_CM_HP_MN_PP_SKM_355770_promoter_RNF224	peak_CM_HP_MN_PP_SKM_355770_promoter_RNF224	33	22	33	22	0.1770013647703581
peak_CM_HP_MN_PP_SKM_347551_promoter_ROR2	peak_CM_HP_MN_PP_SKM_347551_promoter_ROR2	56	40	56	40	0.1253456971884924
peak_CM_HP_MN_PP_SKM_357509_promoter_PFKFB1_APEX2	peak_CM_HP_MN_PP_SKM_357509_promoter_PFKFB1_APEX2	40	27	40	27	0.1420713794263756
peak_CM_HP_MN_PP_SKM_319134_promoter_AKR1B1	peak_CM_HP_MN_PP_SKM_319134_promoter_AKR1B1	51	36	51	36	0.1329018851954619
peak_CM_MN_PP_SKM_20375_promoter_EFNA3	peak_CM_MN_PP_SKM_20375_promoter_EFNA3	39	49	39	49	0.3373990368531198
peak_CM_HP_MN_PP_SKM_23459_promoter_RABGAP1L	peak_CM_HP_MN_PP_SKM_23459_promoter_RABGAP1L	97	75	97	75	0.10905618827674632
peak_CM_HP_MN_PP_SKM_26265_promoter_DDX59	peak_CM_HP_MN_PP_SKM_26265_promoter_DDX59	36	45	36	45	0.37417441760470777
peak_CM_HP_MN_PP_SKM_274919_enhancer_SLC22A5_41294.5_IRF1_79499.0	peak_CM_HP_MN_PP_SKM_274919_enhancer_SLC22A5_41326.5_IRF1_79497.5	48	34	48	34	0.15067520762630385
peak_CM_HP_MN_PP_SKM_353184_promoter_ZDHHC12	peak_CM_HP_MN_PP_SKM_353184_promoter_ZDHHC12	48	34	48	34	0.15067520762630385
peak_CM_HP_MN_PP_SKM_60192_promoter_PPP2R5B	peak_CM_HP_MN_PP_SKM_60192_promoter_PPP2R5B	36	45	36	45	0.37417441760470777
peak_CM_HP_MN_PP_SKM_225150_promoter_ZDHHC3_EXOSC7	peak_CM_HP_MN_PP_SKM_225150_promoter_ZDHHC3_EXOSC7	18	29	18	29	0.14386508844054896
peak_CM_HP_MN_PP_SKM_163493_promoter_ATP1A3	peak_CM_HP_MN_PP_SKM_163493_promoter_ATP1A3	18	29	18	29	0.14386508844054896
peak_CM_HP_MN_PP_SKM_139148_enhancer_CDC27_89120.0_MYL4_109014.0	peak_CM_HP_MN_PP_SKM_139148_enhancer_LRRC37A_91146.5_CDC27_91342.0	21	35	21	35	0.08142681460950618
peak_CM_HP_MN_PP_SKM_119322_promoter_IDH2	peak_CM_HP_MN_PP_SKM_119322_promoter_IDH2	53	68	53	68	0.20292429055143713
peak_CM_HP_MN_PP_SKM_142710_promoter_SOX9	peak_CM_HP_MN_PP_SKM_142710_promoter_SOX9	31	18	31	18	0.08543313315739454
peak_HP_MN_PP_SKM_15898_enhancer_SLC44A3_52947.0_CNN3_53653.5	peak_HP_MN_PP_SKM_15898_enhancer_SLC44A3_52949.0_CNN3_53675.5	32	21	32	21	0.16897782228771874
peak_CM_HP_MN_PP_SKM_231738_promoter_IFT57	peak_CM_HP_MN_PP_SKM_231738_promoter_IFT57	52	70	52	70	0.12342708698379867
peak_CM_HP_MN_PP_SKM_53785_promoter_BTBD10	peak_CM_HP_MN_PP_SKM_53785_promoter_BTBD10	64	42	64	42	0.040871970607754805
peak_CM_HP_MN_PP_SKM_54155_enhancer_SOX6_130758.5_C11orf58_131502.5	peak_CM_HP_MN_PP_SKM_54155_enhancer_SOX6_130063.5_C11orf58_131406.5	30	19	30	19	0.15240777196147803
peak_CM_HP_MN_PP_SKM_188650_promoter_HOXD8	peak_CM_HP_MN_PP_SKM_188650_promoter_HOXD8	75	46	75	46	0.01061145992533823
peak_CM_HP_MN_PP_SKM_48287_promoter_HSPA12A	peak_CM_HP_MN_PP_SKM_48287_promoter_HSPA12A	58	82	58	82	0.051523568581622346
peak_CM_HP_MN_PP_SKM_243227_enhancer_SLC26A1_4028.0_IDUA_10411.0	peak_CM_HP_MN_PP_SKM_243227_enhancer_SLC26A1_4242.0_IDUA_10628.0	21	30	21	30	0.2624375357110438
peak_CM_HP_MN_PP_SKM_234108_promoter_CHCHD6	peak_CM_HP_MN_PP_SKM_234108_promoter_CHCHD6	33	18	33	18	0.04887389231827033
peak_CM_HP_MN_PP_SKM_21382_promoter_IGSF8	peak_CM_HP_MN_PP_SKM_21382_promoter_IGSF8	70	47	70	47	0.041500788707988324
peak_CM_HP_MN_PP_SKM_55416_promoter_CCDC34	peak_CM_HP_MN_PP_SKM_55416_promoter_CCDC34	20	32	20	32	0.12634707581392135
peak_CM_HP_PP_SKM_337340_enhancer_FAM84B_183036.0_TRIB1_945010.5	peak_CM_HP_PP_SKM_337340_enhancer_FAM84B_175298.5_TRIB1_924588.5	19	28	19	28	0.24296021728332556
peak_CM_HP_MN_PP_SKM_193543_promoter_ARPC2	peak_CM_HP_MN_PP_SKM_193543_promoter_ARPC2	20	29	20	29	0.2528697301676033
peak_CM_HP_MN_PP_SKM_260508_promoter_TMEM192	peak_CM_HP_MN_PP_SKM_260508_promoter_TMEM192	47	60	47	60	0.2458913146126843
peak_CM_HP_MN_PP_SKM_24320_promoter_XPR1	peak_CM_HP_MN_PP_SKM_24320_promoter_XPR1	69	49	69	49	0.07983431282819972
peak_MN_SKM_42854_enhancer_ZMIZ1_266043.5_PPIF_544584.5	peak_MN_SKM_42854_enhancer_ZMIZ1_265335.0_PPIF_544017.5	18	25	18	25	0.3603776529357674
peak_CM_HP_MN_PP_SKM_239978_enhancer_NLGN1_209034.0_SPATA16_254342.0	peak_CM_HP_MN_PP_SKM_239978_enhancer_NLGN1_214894.0_SPATA16_259694.5	27	17	27	17	0.17417114727072658
peak_CM_HP_MN_PP_SKM_160797_promoter_C19orf12	peak_CM_HP_MN_PP_SKM_160797_promoter_C19orf12	27	17	27	17	0.17417114727072658
peak_CM_HP_MN_PP_SKM_10459_promoter_TRABD2B	peak_CM_HP_MN_PP_SKM_10459_promoter_TRABD2B	18	25	18	25	0.3603776529357674
peak_MN_PP_SKM_316407_enhancer_IFRD1_2552.0_IFRD1_29850.0	peak_MN_PP_SKM_316407_enhancer_IFRD1_2552.0_IFRD1_29920.0	27	17	27	17	0.17417114727072658
peak_CM_HP_MN_PP_SKM_129194_promoter_RFWD3	peak_CM_HP_MN_PP_SKM_129194_promoter_RFWD3	44	54	44	54	0.36335418766405314
peak_CM_MN_PP_SKM_243929_promoter_DOK7	peak_CM_MN_PP_SKM_243929_promoter_DOK7	33	42	33	42	0.3556992390814873
peak_CM_HP_MN_PP_SKM_36673_promoter_MKX	peak_CM_HP_MN_PP_SKM_36673_promoter_MKX	33	43	33	43	0.3018724904870079
peak_CM_HP_MN_PP_SKM_137797_promoter_CASC3	peak_CM_HP_MN_PP_SKM_137797_promoter_CASC3	48	28	48	28	0.028626655508737896
peak_CM_HP_MN_PP_SKM_167257_promoter_ZNF749	peak_CM_HP_MN_PP_SKM_167257_promoter_ZNF749	33	45	33	45	0.21268281985080573
peak_CM_HP_MN_PP_SKM_216743_promoter_RBFOX2	peak_CM_HP_MN_PP_SKM_216743_promoter_RBFOX2	186	143	186	143	0.020443516471540864
peak_CM_HP_MN_PP_SKM_313685_promoter_SLC25A13	peak_CM_HP_MN_PP_SKM_313685_promoter_SLC25A13	41	55	41	55	0.18428587288036513
peak_CM_HP_MN_PP_SKM_136038_enhancer_WSB1_59836.0_KSR1_102496.0	peak_CM_HP_MN_PP_SKM_136038_enhancer_WSB1_61805.5_KSR1_102370.0	41	28	41	28	0.1480321806927584
peak_CM_HP_MN_PP_SKM_168981_promoter_CYS1	peak_CM_HP_MN_PP_SKM_168981_promoter_CYS1	41	28	41	28	0.1480321806927584
peak_CM_SKM_249780_enhancer_POLR2B_65216.5_IGFBP7_66303.0	peak_CM_SKM_249780_enhancer_POLR2B_65193.5_NOA1_66505.0	34	23	34	23	0.18485048241641844
peak_CM_HP_MN_PP_SKM_258794_enhancer_NR3C2_2651.5_ARHGAP10_712916.0	peak_CM_HP_MN_PP_SKM_258794_enhancer_NR3C2_2647.5_ARHGAP10_712092.0	41	28	41	28	0.1480321806927584
peak_CM_HP_MN_PP_SKM_102624_promoter_C14orf28	peak_CM_HP_MN_PP_SKM_102624_promoter_C14orf28	58	42	58	42	0.13321061920721386
peak_CM_HP_MN_PP_SKM_110114_promoter_RCOR1	peak_CM_HP_MN_PP_SKM_110114_promoter_RCOR1	49	35	49	35	0.15565646371399705
peak_CM_HP_MN_PP_SKM_225808_promoter_CCDC51_TMA7	peak_CM_HP_MN_PP_SKM_225808_promoter_CCDC51_TMA7	37	46	37	46	0.37999939641191804
peak_CM_HP_MN_PP_SKM_252509_promoter_C4orf36_AFF1	peak_CM_HP_MN_PP_SKM_252509_promoter_AFF1_C4orf36	41	28	41	28	0.1480321806927584
peak_CM_HP_MN_PP_SKM_284067_promoter_SIRT5	peak_CM_HP_MN_PP_SKM_284067_promoter_SIRT5	77	58	77	58	0.12101372565511785
peak_CM_HP_MN_PP_SKM_33358_enhancer_LARP4B_45758.5_GTPBP4_56927.5	peak_CM_HP_MN_PP_SKM_33358_enhancer_LARP4B_45576.5_GTPBP4_55927.0	49	35	49	35	0.15565646371399705
peak_CM_HP_MN_PP_SKM_220312_promoter_CRELD1	peak_CM_HP_MN_PP_SKM_220312_promoter_CRELD1	67	50	67	50	0.13875316894302603
peak_CM_HP_MN_PP_SKM_340719_promoter_SLC1A1	peak_CM_HP_MN_PP_SKM_340719_promoter_SLC1A1	34	23	34	23	0.18485048241641844
peak_CM_HP_MN_PP_SKM_245123_promoter_ACOX3_TRMT44	peak_CM_HP_MN_PP_SKM_245123_promoter_ACOX3_TRMT44	34	23	34	23	0.18485048241641844
peak_CM_HP_MN_PP_SKM_103619_promoter_SAMD4A	peak_CM_HP_MN_PP_SKM_103619_promoter_SAMD4A	53	63	53	63	0.4034696996553114
peak_CM_HP_MN_PP_SKM_318200_promoter_CCDC136	peak_CM_HP_MN_PP_SKM_318200_promoter_CCDC136	41	28	41	28	0.1480321806927584
peak_CM_HP_MN_PP_SKM_58892_promoter_OSBP	peak_CM_HP_MN_PP_SKM_58892_promoter_OSBP	62	72	62	72	0.43699054908597307
peak_CM_HP_MN_PP_SKM_121708_promoter_CEMP1	peak_CM_HP_MN_PP_SKM_121708_promoter_CEMP1	77	58	77	58	0.12101372565511785
peak_CM_HP_MN_PP_SKM_178684_promoter_ST3GAL5	peak_CM_HP_MN_PP_SKM_178684_promoter_ST3GAL5	58	42	58	42	0.13321061920721386
peak_CM_HP_MN_PP_SKM_192604_promoter_RPE	peak_CM_HP_MN_PP_SKM_192604_promoter_RPE	41	28	41	28	0.1480321806927584
peak_CM_HP_MN_PP_SKM_84887_promoter_FICD	peak_CM_HP_MN_PP_SKM_84887_promoter_FICD	49	35	49	35	0.15565646371399705
peak_CM_HP_MN_PP_SKM_355776_promoter_TUBB4B	peak_CM_HP_MN_PP_SKM_355776_promoter_TUBB4B	168	137	168	137	0.08566679788147981
peak_CM_HP_MN_PP_SKM_224193_promoter_GORASP1_TTC21A	peak_CM_HP_MN_PP_SKM_224193_promoter_GORASP1_TTC21A	24	32	24	32	0.34968195298368476
peak_CM_HP_MN_PP_SKM_54622_promoter_E2F8	peak_CM_HP_MN_PP_SKM_54622_promoter_E2F8	34	23	34	23	0.18485048241641844
peak_CM_HP_MN_PP_SKM_193388_enhancer_TNS1_321716.5_RUFY4_446905.5	peak_CM_HP_MN_PP_SKM_193388_enhancer_TNS1_322556.0_RUFY4_448565.5	38	25	38	25	0.12991792302255253
peak_CM_HP_MN_PP_SKM_216000_promoter_ZMAT5_UQCR10	peak_CM_HP_MN_PP_SKM_216000_promoter_ZMAT5_UQCR10	43	28	43	28	0.09592363141082376
peak_CM_HP_MN_PP_SKM_4993_promoter_ZBTB40	peak_CM_HP_MN_PP_SKM_4993_promoter_ZBTB40	27	37	27	37	0.26043547657665356
peak_CM_HP_MN_PP_SKM_192439_promoter_PIKFYVE	peak_CM_HP_MN_PP_SKM_192439_promoter_PIKFYVE	41	22	41	22	0.022574972673257185
peak_CM_HP_MN_PP_SKM_97992_promoter_UBAC2	peak_CM_HP_MN_PP_SKM_97992_promoter_UBAC2	28	39	28	39	0.22154872964481104
peak_CM_HP_MN_PP_SKM_99485_promoter_TUBGCP3	peak_CM_HP_MN_PP_SKM_99485_promoter_TUBGCP3	27	37	27	37	0.26043547657665356
peak_CM_HP_MN_PP_SKM_149769_enhancer_CELF4_171462.0_KIAA1328_565329.5	peak_CM_HP_MN_PP_SKM_149769_enhancer_CELF4_171283.0_KIAA1328_568462.0	37	24	37	24	0.12373144253809215
peak_CM_HP_MN_PP_SKM_62929_promoter_ACER3	peak_CM_HP_MN_PP_SKM_62929_promoter_ACER3	25	36	25	36	0.20003136851310313
peak_CM_HP_MN_PP_SKM_288133_promoter_SUPT3H	peak_CM_HP_MN_PP_SKM_288133_promoter_SUPT3H	49	62	49	62	0.25460512309379446
peak_CM_HP_MN_PP_SKM_214529_promoter_MRPL40_HIRA	peak_CM_HP_MN_PP_SKM_214529_promoter_MRPL40_HIRA	84	99	84	99	0.30069693751806376
peak_CM_HP_MN_PP_SKM_181975_promoter_INSIG2	peak_CM_HP_MN_PP_SKM_181975_promoter_INSIG2	68	51	68	51	0.1421320280750584
peak_CM_HP_MN_PP_SKM_197145_promoter_GPC1	peak_CM_HP_MN_PP_SKM_197145_promoter_GPC1	68	51	68	51	0.1421320280750584
peak_CM_HP_MN_PP_SKM_321985_enhancer_EN2_76023.0_INSIG1_84016.0	peak_CM_HP_MN_PP_SKM_321985_enhancer_EN2_78401.0_INSIG1_91882.5	19	26	19	26	0.3712980344710104
peak_CM_HP_MN_PP_SKM_168681_promoter_ID2	peak_CM_HP_MN_PP_SKM_168681_promoter_ID2	59	43	59	43	0.13709880575603411
peak_CM_HP_MN_PP_SKM_62344_promoter_MRPL48	peak_CM_HP_MN_PP_SKM_62344_promoter_MRPL48	28	18	28	18	0.18392482137699062
peak_CM_HP_MN_PP_SKM_156984_promoter_CERS4	peak_CM_HP_MN_PP_SKM_156984_promoter_CERS4	42	29	42	29	0.1539127693264563
peak_CM_HP_MN_PP_SKM_115326_promoter_IGDCC3	peak_CM_HP_MN_PP_SKM_115326_promoter_IGDCC3	28	18	28	18	0.18392482137699062
peak_CM_MN_PP_SKM_144547_enhancer_CYTH1_64838.0_USP36_123395.5	peak_CM_MN_PP_SKM_144547_enhancer_CYTH1_64708.5_USP36_123659.5	19	26	19	26	0.3712980344710104
peak_SKM_78328_promoter_RDH5	peak_SKM_78328_promoter_RDH5	28	18	28	18	0.18392482137699062
peak_CM_HP_MN_PP_SKM_223293_promoter_CNOT10	peak_CM_HP_MN_PP_SKM_223293_promoter_CNOT10	50	36	50	36	0.16057841913397977
peak_CM_HP_MN_PP_SKM_10202_promoter_EFCAB14	peak_CM_HP_MN_PP_SKM_10202_promoter_EFCAB14	42	29	42	29	0.1539127693264563
peak_CM_HP_MN_PP_SKM_149468_promoter_ZSCAN30	peak_CM_HP_MN_PP_SKM_149468_promoter_ZSCAN30	28	18	28	18	0.18392482137699062
peak_CM_HP_MN_PP_SKM_353171_promoter_SET	peak_CM_HP_MN_PP_SKM_353171_promoter_SET	64	80	64	80	0.21115264054329322
peak_CM_HP_MN_PP_SKM_241188_enhancer_MAGEF1_5190.5_VPS8_95152.0	peak_CM_HP_MN_PP_SKM_241188_enhancer_MAGEF1_5183.0_VPS8_93989.0	35	23	35	23	0.14800580076020603
peak_CM_SKM_21725_enhancer_OLFML2B_20296.5_NOS1AP_66292.5	peak_CM_SKM_21725_enhancer_OLFML2B_20316.5_NOS1AP_66296.5	35	23	35	23	0.14800580076020603
peak_CM_HP_MN_PP_SKM_262415_promoter_CASP3_PRIMPOL	peak_CM_HP_MN_PP_SKM_262415_promoter_CASP3_PRIMPOL	91	70	91	70	0.11469594326965232
peak_CM_HP_MN_PP_SKM_254121_promoter_UBE2D3	peak_CM_HP_MN_PP_SKM_254121_promoter_UBE2D3	174	143	174	143	0.09183748470408629
peak_CM_HP_MN_PP_SKM_192326_promoter_CCNYL1	peak_CM_HP_MN_PP_SKM_192326_promoter_CCNYL1	91	68	91	68	0.08070858724864136
peak_CM_HP_MN_PP_SKM_281415_promoter_PDLIM7	peak_CM_HP_MN_PP_SKM_281415_promoter_PDLIM7	74	88	74	88	0.30706733334446423
peak_CM_HP_MN_PP_SKM_283063_promoter_RPP40	peak_CM_HP_MN_PP_SKM_283063_promoter_RPP40	79	91	79	91	0.39892714749643354
peak_CM_HP_MN_PP_SKM_183835_promoter_CCDC115_IMP4	peak_CM_HP_MN_PP_SKM_183835_promoter_IMP4_CCDC115	70	90	70	90	0.13282253314752568
peak_CM_HP_MN_PP_SKM_276891_promoter_SPRY4	peak_CM_HP_MN_PP_SKM_276891_promoter_SPRY4	47	56	47	56	0.4306890663081313
peak_CM_HP_MN_PP_SKM_104418_promoter_TRMT5_SLC38A6	peak_CM_HP_MN_PP_SKM_104418_promoter_TRMT5_SLC38A6	51	37	51	37	0.16544051293398976
peak_CM_HP_MN_PP_SKM_295498_promoter_HSF2	peak_CM_HP_MN_PP_SKM_295498_promoter_HSF2	39	48	39	48	0.39119096530075365
peak_CM_HP_MN_PP_SKM_116036_promoter_KIF23	peak_CM_HP_MN_PP_SKM_116036_promoter_KIF23	51	37	51	37	0.16544051293398976
peak_CM_HP_MN_PP_SKM_59633_promoter_NXF1	peak_CM_HP_MN_PP_SKM_59633_promoter_NXF1	47	56	47	56	0.4306890663081313
peak_CM_HP_MN_PP_SKM_158225_promoter_CALR	peak_CM_HP_MN_PP_SKM_158225_promoter_CALR	65	42	65	42	0.03294666029982693
peak_CM_HP_MN_PP_SKM_286120_promoter_ZNF76	peak_CM_HP_MN_PP_SKM_286120_promoter_ZNF76	70	53	70	53	0.14881624623838538
peak_CM_HP_MN_PP_SKM_257814_promoter_CLGN	peak_CM_HP_MN_PP_SKM_257814_promoter_CLGN	28	39	28	39	0.22154872964481104
peak_CM_HP_MN_PP_SKM_150527_promoter_LOXHD1	peak_CM_HP_MN_PP_SKM_150527_promoter_LOXHD1	19	27	19	27	0.3019956131896606
peak_CM_HP_SKM_24710_enhancer_NPL_37122.5_RGS8_67947.5	peak_CM_HP_SKM_24710_enhancer_NPL_37132.5_RGS8_65423.5	17	27	17	27	0.17417114727072658
peak_CM_HP_MN_PP_SKM_50604_enhancer_GLRX3_53875.5_EBF3_226119.5	peak_CM_HP_MN_PP_SKM_50604_enhancer_GLRX3_56548.5_EBF3_225803.0	18	27	18	27	0.23269319190831084
peak_CM_HP_MN_PP_SKM_57777_promoter_PHF21A	peak_CM_HP_MN_PP_SKM_57777_promoter_PHF21A	28	16	28	16	0.09614175442061423
peak_CM_HP_MN_PP_SKM_13032_promoter_GNG12	peak_CM_HP_MN_PP_SKM_13032_promoter_GNG12	25	37	25	37	0.16188140552559763
peak_CM_HP_MN_PP_SKM_157536_promoter_ATG4D	peak_CM_HP_MN_PP_SKM_157536_promoter_ATG4D	19	29	19	29	0.19341265286193737
peak_CM_HP_MN_PP_SKM_313202_promoter_PEX1_RBM48	peak_CM_HP_MN_PP_SKM_313202_promoter_PEX1_RBM48	65	75	65	75	0.4469896132741674
