gene	dEE	ASE	humallele	chpallele
SYCE2	0.0448588183447417	0.0752881273042372	13.75	13
SYCE3	0.190030923624172	-1.70043971814109	1	5.5
SYCN	1	0.15200309344505	1.5	1.25
SYCP1	0.262454053896601	-0.584962500721156	0	0.5
SYCP2L	0.211232502776474	-1.95178393146842	124.5	484.5
SYCP3	0.180991601028466	0.0458036896131247	7	6.75
SYDE1	0.0391585291306347	0.0634705052020142	1166.5	1116.25
SYDE2	0.203871921531788	-0.0614464311812474	326.5	340.75
SYF2	0.341757895774735	0.411930250520319	385.5	289.5
SYK	0.41528778758782	-1.79234235120258	68	238
SYMPK	0.389841370908924	0.250819194926433	1645.5	1382.75
SYN1	0.176604339454631	0.127682552938908	90.5	82.75
SYN2	0.426281443092065	-1.8781588770652	16.75	64.25
SYN3	0.368760555067005	-1.12858420606141	13.75	31.25
SYNC	0.286052604474266	0.248346962506255	214	180
SYNCRIP	0.00152862673043166	0.00041391336989954	870.5	870.25
SYNDIG1L	0.12132193968389	1.41503749927884	7	2
SYNE1	0.0803078884279642	0.342117681739101	867	683.75
SYNE2	0.421786659462807	0.851856401260371	2151.25	1191.5
SYNE3	0.0139280984339287	0.0451608985637951	234.25	227
SYNE4	0.817340840112965	-0.221356374583923	48.75	57
SYNGAP1	1	-0.0658879356564571	79.25	83
SYNGR1	0.226836804797137	0.93264238320346	1076.5	563.5
SYNGR2	0.114495171488575	0.328202704435461	877.5	698.75
SYNGR3	0.23112999755638	-0.897384933517114	82.75	155
SYNGR4	0.255958024809816	-1	1.5	4
SYNJ1	0.30207237902757	-0.767070345274202	233.75	398.5
